additional_requirements,admission_requirements,bac_type_id,bac_type_name,data_sources,duration,field_of_study,formula_explanation,historical_scores,minimum_bac_average,notes,program_description,ramz_code,ramz_id,ramz_link,seven_percent,specialty,specialty_code,table_criteria,table_institution,table_location,table_specialization,university_id,university_name
,,5,العلوم التقنية,,3 سنوات (امد),التجارة والتوزيع,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 116.085, '2023': 122.435, '2024': 135.92}",,,,36396,536396,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=536396,نعم,تقنيات البيع,36396,FG+M,المعهد العالي للدراسات التكنولوجية بالمهدية,,الاجازة في التجارة والتوزيع,13,الإدارة العامة للدراسات التكنولوجية
,,6,علوم الإعلامية,,3 سنوات (امد),التجارة والتوزيع,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 97.5382, '2023': 109.78, '2024': 105.71}",,,,36396,636396,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=636396,نعم,تقنيات البيع,36396,FG+M,المعهد العالي للدراسات التكنولوجية بالمهدية,,الاجازة في التجارة والتوزيع,13,الإدارة العامة للدراسات التكنولوجية
,"Cette filière peut nécessiter un test et avoir une limite d'âge (21 ans), comme d'autres programmes similaires dans le document. [cite: 30]",1,آداب,,3 سنوات (آمد),العلوم الإنسانية والاجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 131.385, '2023': 108.185, '2024': 129.665}",,,,36477,136477,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=136477,لا,,36477,FG+(A+F)/2,المعهد العالي للدراسات التطبيقية في الانسانيات بالمهدية,,الإجازة في التربية والتعليم,06,جامعة المنستير
,"Cette filière peut nécessiter un test et avoir une limite d'âge (21 ans), comme d'autres programmes similaires dans le document. [cite: 30]",2,رياضيات,,3 سنوات (آمد),العلوم الإنسانية والاجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 134.44, '2023': 114.1484, '2024': 135.88}",,,,36477,236477,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=236477,لا,,36477,FG+(A+F)/2,المعهد العالي للدراسات التطبيقية في الانسانيات بالمهدية,,الإجازة في التربية والتعليم,06,جامعة المنستير
,"Cette filière peut nécessiter un test et avoir une limite d'âge (21 ans), comme d'autres programmes similaires dans le document. [cite: 30]",3,علوم تجريبية,,3 سنوات (آمد),العلوم الإنسانية والاجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 143.905, '2023': 143.315, '2024': 151.955}",,,,36477,336477,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=336477,لا,,36477,FG+(A+F)/2,المعهد العالي للدراسات التطبيقية في الانسانيات بالمهدية,,الإجازة في التربية والتعليم,06,جامعة المنستير
,"Cette filière peut nécessiter un test et avoir une limite d'âge (21 ans), comme d'autres programmes similaires dans le document. [cite: 30]",4,اقتصاد وتصرف,,3 سنوات (آمد),العلوم الإنسانية والاجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 154.12, '2023': 145.83, '2024': 165.4}",,,,36477,436477,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=436477,لا,,36477,FG+(A+F)/2,المعهد العالي للدراسات التطبيقية في الانسانيات بالمهدية,,الإجازة في التربية والتعليم,06,جامعة المنستير
,"Cette filière peut nécessiter un test et avoir une limite d'âge (21 ans), comme d'autres programmes similaires dans le document. [cite: 30]",5,العلوم التقنية,,3 سنوات (آمد),العلوم الإنسانية والاجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 142.505, '2023': 147.215, '2024': 154.995}",,,,36477,536477,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=536477,لا,,36477,FG+(A+F)/2,المعهد العالي للدراسات التطبيقية في الانسانيات بالمهدية,,الإجازة في التربية والتعليم,06,جامعة المنستير
,"Cette filière peut nécessiter un test et avoir une limite d'âge (21 ans), comme d'autres programmes similaires dans le document. [cite: 30]",6,علوم الإعلامية,,3 سنوات (آمد),العلوم الإنسانية والاجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 125.9, '2023': 128.365, '2024': 134.105}",,,,36477,636477,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=636477,لا,,36477,FG+(A+F)/2,المعهد العالي للدراسات التطبيقية في الانسانيات بالمهدية,,الإجازة في التربية والتعليم,06,جامعة المنستير
,,2,رياضيات,,3 سنوات (آمد),علوم الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 146.37, '2023': 146.63, '2024': 148.355}",,,بالاشتراك مع المدرسة العليا للتجارة بمنوبة بالنسبة إلى مسلك علوم وتحليل البيانات الضخمة,36523,236523,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=236523,نعم,"هندسة البرمجيات ونظم المعلومات, الإعلامية والوسائط المتعددة",36523,FG+(M+Info)/2,المعهد العالي للإعلامية بالمهدية,,الإجازة في علوم الإعلامية,06,جامعة المنستير
,,3,علوم تجريبية,,3 سنوات (آمد),علوم الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 137.315, '2023': 144.92, '2024': 141.93}",,,بالاشتراك مع المدرسة العليا للتجارة بمنوبة بالنسبة إلى مسلك علوم وتحليل البيانات الضخمة,36523,336523,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=336523,نعم,"هندسة البرمجيات ونظم المعلومات, الإعلامية والوسائط المتعددة",36523,FG+(M+Info)/2,المعهد العالي للإعلامية بالمهدية,,الإجازة في علوم الإعلامية,06,جامعة المنستير
,,5,العلوم التقنية,,3 سنوات (آمد),علوم الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 155.8295, '2023': 170.1675, '2024': 170.5099}",,,بالاشتراك مع المدرسة العليا للتجارة بمنوبة بالنسبة إلى مسلك علوم وتحليل البيانات الضخمة,36523,536523,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=536523,نعم,"هندسة البرمجيات ونظم المعلومات, الإعلامية والوسائط المتعددة",36523,FG+(M+Info)/2,المعهد العالي للإعلامية بالمهدية,,الإجازة في علوم الإعلامية,06,جامعة المنستير
,,6,علوم الإعلامية,,3 سنوات (آمد),علوم الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 147.715, '2023': 160.8959, '2024': 160.92}",,,بالاشتراك مع المدرسة العليا للتجارة بمنوبة بالنسبة إلى مسلك علوم وتحليل البيانات الضخمة,36523,636523,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=636523,نعم,"هندسة البرمجيات ونظم المعلومات, الإعلامية والوسائط المتعددة",36523,FG+(M+Algo)/2,المعهد العالي للإعلامية بالمهدية,,الإجازة في علوم الإعلامية,06,جامعة المنستير
,,2,رياضيات,,3 سنوات (آمد),هندسة نظم الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 137.39, '2023': 138.405, '2024': 139.485}",,,,36524,236524,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=236524,نعم,"النظم المحمولة وأنترنات الأشياء, هندسة الشبكات والنظم",36524,FG+(M+Info)/2,المعهد العالي للإعلامية بالمهدية,,الإجازة في هندسة نظم الإعلامية,06,جامعة المنستير
,,3,علوم تجريبية,,3 سنوات (آمد),هندسة نظم الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 127.05, '2023': 135.055, '2024': 129.03}",,,,36524,336524,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=336524,نعم,"النظم المحمولة وأنترنات الأشياء, هندسة الشبكات والنظم",36524,FG+(M+Info)/2,المعهد العالي للإعلامية بالمهدية,,الإجازة في هندسة نظم الإعلامية,06,جامعة المنستير
,,5,العلوم التقنية,,3 سنوات (آمد),هندسة نظم الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 148.615, '2023': 162.68, '2024': 162.1318}",,,,36524,536524,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=536524,نعم,"النظم المحمولة وأنترنات الأشياء, هندسة الشبكات والنظم",36524,FG+(M+Info)/2,المعهد العالي للإعلامية بالمهدية,,الإجازة في هندسة نظم الإعلامية,06,جامعة المنستير
,,6,علوم الإعلامية,,3 سنوات (آمد),هندسة نظم الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 125.5675, '2023': 138.69, '2024': 140.215}",,,,36524,636524,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=636524,نعم,"النظم المحمولة وأنترنات الأشياء, هندسة الشبكات والنظم",36524,FG+(M+Algo)/2,المعهد العالي للإعلامية بالمهدية,,الإجازة في هندسة نظم الإعلامية,06,جامعة المنستير
,,2,رياضيات,,3 سنوات,العلوم الفلاحية والبيو تكنولوجيا والبيئة,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 104.9035, '2023': 107.4401, '2024': 106.053}",106.053,,,36546,236546,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=236546,نعم,مراقبة جودة الأغذية وحفظ الصحة,36546,FG+(SP+SVT)/2,المعهد العالي للعلوم التطبيقية والتكنولوجيا بالمهدية,,الإجازة في البيوتكنولوجيا 3 سنوات (امد),06,جامعة المنستير
,,3,علوم تجريبية,,3 سنوات,العلوم الفلاحية والبيو تكنولوجيا والبيئة,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 103.74, '2023': 106.0634, '2024': 107.87}",107.87,,,36546,336546,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=336546,نعم,مراقبة جودة الأغذية وحفظ الصحة,36546,FG+(SP+SVT)/2,المعهد العالي للعلوم التطبيقية والتكنولوجيا بالمهدية,,الإجازة في البيوتكنولوجيا 3 سنوات (امد),06,جامعة المنستير
,,2,رياضيات,,3 سنوات (آمد),فيزياء المواد,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 96.2417, '2023': 90.9752, '2024': 87.3407}",,,,36551,236551,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=236551,نعم,فيزياء المواد,36551,FG+(M+SP)/2,المعهد العالي للعلوم التطبيقية والتكنولوجيا بالمهدية,,الإجازة في فيزياء المواد,06,جامعة المنستير
,,3,علوم تجريبية,,3 سنوات (آمد),فيزياء المواد,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 83.3868, '2023': 80.3332, '2024': 81.9923}",,,,36551,336551,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=336551,نعم,فيزياء المواد,36551,FG+(M+SP)/2,المعهد العالي للعلوم التطبيقية والتكنولوجيا بالمهدية,,الإجازة في فيزياء المواد,06,جامعة المنستير
,,5,العلوم التقنية,,3 سنوات (آمد),فيزياء المواد,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 105.5837, '2023': 107.4477, '2024': 99.5545}",,,,36551,536551,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=536551,نعم,فيزياء المواد,36551,FG+(M+SP)/2,المعهد العالي للعلوم التطبيقية والتكنولوجيا بالمهدية,,الإجازة في فيزياء المواد,06,جامعة المنستير
,,2,رياضيات,,3 سنوات (آمد),تكنولوجيات الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 142.1, '2023': 136.565, '2024': 137.025}",,,,36566,236566,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=236566,نعم,"الشبكات والخدمات الإعلامية, الملتيميديا وتطوير الواب, تطوير أنظمة المعلومات",36566,FG+(M+Info)/2,المعهد العالي للدراسات التكنولوجية بالمهدية,,الإجازة في تكنولوجيات الإعلامية,13,الإدارة العامة للدراسات التكنولوجية
,,3,علوم تجريبية,,3 سنوات (آمد),تكنولوجيات الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 125.185, '2023': 131.04, '2024': 122.635}",,,,36566,336566,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=336566,نعم,"الشبكات والخدمات الإعلامية, الملتيميديا وتطوير الواب, تطوير أنظمة المعلومات",36566,FG+(M+Info)/2,المعهد العالي للدراسات التكنولوجية بالمهدية,,الإجازة في تكنولوجيات الإعلامية,13,الإدارة العامة للدراسات التكنولوجية
,,4,اقتصاد وتصرف,,3 سنوات (آمد),تكنولوجيات الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 116.525, '2023': 121.53, '2024': 131.665}",,,,36566,436566,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=436566,نعم,"الشبكات والخدمات الإعلامية, الملتيميديا وتطوير الواب, تطوير أنظمة المعلومات",36566,FG+(M+Info)/2,المعهد العالي للدراسات التكنولوجية بالمهدية,,الإجازة في تكنولوجيات الإعلامية,13,الإدارة العامة للدراسات التكنولوجية
,,5,العلوم التقنية,,3 سنوات (آمد),تكنولوجيات الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 145.42, '2023': 153.9837, '2024': 151.71}",,,,36566,536566,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=536566,نعم,"الشبكات والخدمات الإعلامية, الملتيميديا وتطوير الواب, تطوير أنظمة المعلومات",36566,FG+(M+Info)/2,المعهد العالي للدراسات التكنولوجية بالمهدية,,الإجازة في تكنولوجيات الإعلامية,13,الإدارة العامة للدراسات التكنولوجية
,,6,علوم الإعلامية,,3 سنوات (آمد),تكنولوجيات الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 129.985, '2023': 138.11, '2024': 140.555}",,,,36566,636566,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=636566,نعم,"الشبكات والخدمات الإعلامية, الملتيميديا وتطوير الواب, تطوير أنظمة المعلومات",36566,FG+(M+Algo)/2,المعهد العالي للدراسات التكنولوجية بالمهدية,,الإجازة في تكنولوجيات الإعلامية,13,الإدارة العامة للدراسات التكنولوجية
,,2,رياضيات,,3 سنوات (آمد),الهندسة الميكانيكية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 113.8801, '2023': 116.735, '2024': 126.665}",,,,36570,236570,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=236570,نعم,"التصميم والتصنيع الميكانيكي, الصيانة الصناعية",36570,FG+(M+SP)/2,المعهد العالي للدراسات التكنولوجية بالمهدية,,الإجازة في الهندسة الميكانيكية,13,الإدارة العامة للدراسات التكنولوجية
,,3,علوم تجريبية,,3 سنوات (آمد),الهندسة الميكانيكية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 110.665, '2023': 108.78, '2024': 113.6768}",,,,36570,336570,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=336570,نعم,"التصميم والتصنيع الميكانيكي, الصيانة الصناعية",36570,FG+(M+SP)/2,المعهد العالي للدراسات التكنولوجية بالمهدية,,الإجازة في الهندسة الميكانيكية,13,الإدارة العامة للدراسات التكنولوجية
,,5,العلوم التقنية,,3 سنوات (آمد),الهندسة الميكانيكية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 112.1033, '2023': 118.7183, '2024': 120.9467}",,,,36570,536570,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=536570,نعم,"التصميم والتصنيع الميكانيكي, الصيانة الصناعية",36570,FG+(M+SP+TE)/3,المعهد العالي للدراسات التكنولوجية بالمهدية,,الإجازة في الهندسة الميكانيكية,13,الإدارة العامة للدراسات التكنولوجية
,,6,علوم الإعلامية,,3 سنوات (آمد),الهندسة الميكانيكية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 103.94, '2023': 107.39, '2024': 138.3}",,,,36570,636570,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=636570,نعم,"التصميم والتصنيع الميكانيكي, الصيانة الصناعية",36570,FG+(M+SP)/2,المعهد العالي للدراسات التكنولوجية بالمهدية,,الإجازة في الهندسة الميكانيكية,13,الإدارة العامة للدراسات التكنولوجية
,,2,رياضيات,,3 سنوات (آمد),الهندسة الكهربائية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 136.5213, '2023': 105.375, '2024': 124.5052}",,,,36571,236571,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=236571,نعم,"الكهرباء الصناعية, الآلية والإعلامية الصناعية",36571,FG+SP,المعهد العالي للدراسات التكنولوجية بالمهدية,,الإجازة في الهندسة الكهربائية,13,الإدارة العامة للدراسات التكنولوجية
,,3,علوم تجريبية,,3 سنوات (آمد),الهندسة الكهربائية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 112.195, '2023': 109.8409, '2024': 112.7834}",,,,36571,336571,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=336571,نعم,"الكهرباء الصناعية, الآلية والإعلامية الصناعية",36571,FG+SP,المعهد العالي للدراسات التكنولوجية بالمهدية,,الإجازة في الهندسة الكهربائية,13,الإدارة العامة للدراسات التكنولوجية
,,5,العلوم التقنية,,3 سنوات (آمد),الهندسة الكهربائية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 114.995, '2023': 124.83, '2024': 123.9488}",,,,36571,536571,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=536571,نعم,"الكهرباء الصناعية, الآلية والإعلامية الصناعية",36571,FG+(SP+TE)/2,المعهد العالي للدراسات التكنولوجية بالمهدية,,الإجازة في الهندسة الكهربائية,13,الإدارة العامة للدراسات التكنولوجية
,,6,علوم الإعلامية,,3 سنوات (آمد),الهندسة الكهربائية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 104.765, '2023': 139.2124, '2024': 111.135}",,,,36571,636571,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=636571,نعم,"الكهرباء الصناعية, الآلية والإعلامية الصناعية",36571,FG+SP,المعهد العالي للدراسات التكنولوجية بالمهدية,,الإجازة في الهندسة الكهربائية,13,الإدارة العامة للدراسات التكنولوجية
,,2,رياضيات,,3 سنوات (آمد),تكنولوجيات المعلومات والاتصالات,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 118.0467, '2023': 129.2017, '2024': 132.76}",,,,36573,236573,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=236573,نعم,منظومات معالجة وتحليل المعلومة,36573,FG+(M+SP+Info)/3,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالمهدية,,الإجازة في تكنولوجيات المعلومات والاتصالات,06,جامعة المنستير
,,3,علوم تجريبية,,3 سنوات (آمد),تكنولوجيات المعلومات والاتصالات,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 114.9817, '2023': 122.9767, '2024': 118.0959}",,,,36573,336573,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=336573,نعم,منظومات معالجة وتحليل المعلومة,36573,FG+(M+SP+Info)/3,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالمهدية,,الإجازة في تكنولوجيات المعلومات والاتصالات,06,جامعة المنستير
,,5,العلوم التقنية,,3 سنوات (آمد),تكنولوجيات المعلومات والاتصالات,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 137.0133, '2023': 153.4059, '2024': 145.7268}",,,,36573,536573,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=536573,نعم,منظومات معالجة وتحليل المعلومة,36573,FG+(M+SP+Info)/3,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالمهدية,,الإجازة في تكنولوجيات المعلومات والاتصالات,06,جامعة المنستير
,,6,علوم الإعلامية,,3 سنوات (آمد),تكنولوجيات المعلومات والاتصالات,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 108.656, '2023': 120.3317, '2024': 121.9767}",,,,36573,636573,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=636573,نعم,منظومات معالجة وتحليل المعلومة,36573,FG+(M+SP+Algo)/3,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالمهدية,,الإجازة في تكنولوجيات المعلومات والاتصالات,06,جامعة المنستير
,,2,رياضيات,,3 سنوات (آمد),إعلامية التصرف,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 148.0666, '2023': 132.5784, '2024': 141.535}",,,,37311,237311,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=237311,نعم,"ذكاء الأعمال, الخدمات الإلكترونية في الأعمال",37311,FG+(M+Info)/2,المعهد العالي للإعلامية بالمهدية,,الإجازة في إعلامية التصرف,06,جامعة المنستير
,,3,علوم تجريبية,,3 سنوات (آمد),إعلامية التصرف,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 142.11, '2023': 144.335, '2024': 136.085}",,,,37311,337311,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=337311,نعم,"ذكاء الأعمال, الخدمات الإلكترونية في الأعمال",37311,FG+(M+Info)/2,المعهد العالي للإعلامية بالمهدية,,الإجازة في إعلامية التصرف,06,جامعة المنستير
,,4,اقتصاد وتصرف,,3 سنوات (آمد),إعلامية التصرف,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 133.92, '2023': 136.695, '2024': 145.625}",,,,37311,437311,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=437311,نعم,"ذكاء الأعمال, الخدمات الإلكترونية في الأعمال",37311,FG+(M+Info)/2,المعهد العالي للإعلامية بالمهدية,,الإجازة في إعلامية التصرف,06,جامعة المنستير
